date,primary type,secondary type,latitude,longitude
2016-02-24 21:14:00,OTHER OFFENSE,TELEPHONE THREAT,41.782263667,-87.602324716
2016-02-23 20:22:00,OTHER OFFENSE,PAROLE VIOLATION,41.765738236,-87.613736272
2016-02-23 19:30:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.785268355,-87.614452924
2016-02-23 18:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.777955715,-87.605874912
2016-02-22 23:15:00,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,41.765490384,-87.624189504
2016-02-21 22:59:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.777429331,-87.615556021
2016-02-21 16:52:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.78024763,-87.615102958
2016-02-19 08:37:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.757489661,-87.613861412
2016-02-17 21:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.775002001,-87.601849937
2016-02-17 19:27:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.781335054,-87.615651789
2016-02-17 09:15:00,OTHER OFFENSE,TELEPHONE THREAT,41.7758951,-87.597312114
2016-02-16 15:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.7632645,-87.613994834
2016-02-15 14:30:00,OTHER OFFENSE,TELEPHONE THREAT,41.765241985,-87.611623142
2016-02-15 12:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.770172698,-87.628291299
2016-02-14 23:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.770172698,-87.628291299
2016-02-14 17:10:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.767058538,-87.607240682
2016-02-14 11:57:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.763409501,-87.615239459
2016-02-12 16:38:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.774362673,-87.599712565
2016-02-12 10:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.761719946,-87.603195705
2016-02-12 05:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.7615596,-87.603010591
2016-02-11 16:40:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.772277595,-87.620291185
2016-02-09 15:42:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.778046293,-87.605877555
2016-02-08 15:46:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.778015745,-87.598061446
2016-02-07 10:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.78134101,-87.609602089
2016-02-06 09:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.777914432,-87.602828726
2016-02-04 22:40:00,OTHER OFFENSE,PAROLE VIOLATION,41.779059693,-87.615596501
