date,primary type,secondary type,latitude,longitude
2016-02-24 21:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.765253769,-87.615255549
2016-02-24 16:03:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,41.767014239,-87.607178865
2016-02-24 13:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.772494826,-87.609389936
2016-02-24 11:00:00,BURGLARY,FORCIBLE ENTRY,41.768474586,-87.607239377
2016-02-24 10:30:00,BURGLARY,UNLAWFUL ENTRY,41.764873084,-87.618459782
2016-02-24 04:35:00,CRIMINAL DAMAGE,TO PROPERTY,41.78146195,-87.614440445
2016-02-24 04:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.765183088,-87.614046714
2016-02-23 09:00:00,BURGLARY,FORCIBLE ENTRY,41.765723731,-87.614487873
2016-02-23 09:00:00,BURGLARY,FORCIBLE ENTRY,41.782083041,-87.615020146
2016-02-23 07:00:00,BURGLARY,FORCIBLE ENTRY,41.783455232,-87.613274211
2016-02-22 16:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.777189965,-87.638670477
2016-02-22 15:55:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,41.772054931,-87.625110666
2016-02-21 22:30:00,CRIMINAL DAMAGE,TO VEHICLE,41.773536673,-87.62999581
2016-02-21 17:30:00,ROBBERY,STRONGARM - NO WEAPON,41.769053315,-87.618567334
2016-02-21 17:00:00,ROBBERY,ARMED: HANDGUN,41.777873967,-87.615565728
2016-02-21 15:15:00,CRIMINAL DAMAGE,TO VEHICLE,41.768355235,-87.619726115
2016-02-21 15:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.783728383,-87.624542227
2016-02-21 10:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.768468409,-87.623375911
2016-02-21 00:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.766610297,-87.61407476
2016-02-20 20:10:00,CRIMINAL DAMAGE,TO VEHICLE,41.77587157,-87.608285118
2016-02-20 08:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.761471749,-87.615195089
2016-02-20 07:00:00,BURGLARY,UNLAWFUL ENTRY,41.764926972,-87.610406058
2016-02-20 05:00:00,ROBBERY,ARMED: HANDGUN,41.779059693,-87.615596501
2016-02-20 05:00:00,ROBBERY,ARMED: HANDGUN,41.773424557,-87.625146923
2016-02-20 04:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.779607237,-87.636330923
2016-02-19 19:30:00,ROBBERY,STRONGARM - NO WEAPON,41.76888502,-87.615343355
2016-02-19 12:06:00,CRIMINAL DAMAGE,TO PROPERTY,41.783026429,-87.614477968
2016-02-19 08:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.762839968,-87.626509559
2016-02-19 06:20:00,CRIMINAL DAMAGE,TO VEHICLE,41.765171905,-87.609208347
2016-02-19 01:00:00,ROBBERY,ARMED: HANDGUN,41.777967289,-87.615568353
2016-02-18 22:05:00,ROBBERY,ARMED: HANDGUN,41.775796226,-87.615515573
2016-02-18 16:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.764681384,-87.630983249
2016-02-18 12:45:00,BURGLARY,UNLAWFUL ENTRY,41.776785504,-87.60526122
2016-02-18 05:30:00,ROBBERY,STRONGARM - NO WEAPON,41.768280064,-87.621765078
2016-02-18 02:15:00,CRIMINAL DAMAGE,TO PROPERTY,41.773766419,-87.640709064
2016-02-18 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.771914123,-87.62186422
2016-02-17 19:30:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,41.76559446,-87.621050648
2016-02-17 19:11:00,BURGLARY,FORCIBLE ENTRY,41.78219834,-87.608037855
2016-02-17 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.764550342,-87.629749408
2016-02-17 15:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.777526042,-87.614345087
