date,primary type,secondary type,latitude,longitude
2016-02-23 20:22:00,OTHER OFFENSE,PAROLE VIOLATION,41.765738236,-87.613736272
2016-02-23 18:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.777955715,-87.605874912
2016-02-22 23:15:00,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,41.765490384,-87.624189504
2016-02-21 22:59:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.777429331,-87.615556021
2016-02-21 16:52:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.78024763,-87.615102958
2016-02-17 19:27:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.781335054,-87.615651789
2016-02-16 15:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.7632645,-87.613994834
2016-02-15 14:30:00,OTHER OFFENSE,TELEPHONE THREAT,41.765241985,-87.611623142
2016-02-15 12:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.770172698,-87.628291299
2016-02-14 23:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.770172698,-87.628291299
2016-02-14 17:10:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.767058538,-87.607240682
2016-02-14 11:57:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.763409501,-87.615239459
2016-02-11 16:40:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.772277595,-87.620291185
2016-02-10 10:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.759367036,-87.623168362
2016-02-09 15:42:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.778046293,-87.605877555
2016-02-08 08:20:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.766407813,-87.631026734
2016-02-07 10:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.78134101,-87.609602089
2016-02-06 00:01:00,OTHER OFFENSE,PAROLE VIOLATION,41.772650845,-87.633686103
2016-02-04 22:40:00,OTHER OFFENSE,PAROLE VIOLATION,41.779059693,-87.615596501
2016-02-04 19:24:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.76122437,-87.610319333
2016-02-03 10:45:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.769351932,-87.637255748
2016-02-02 22:05:00,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,41.768517219,-87.615332793
2016-02-01 18:03:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.775858787,-87.605828953
2016-02-01 17:30:00,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,41.772649038,-87.633840093
2016-02-01 17:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.76671836,-87.634699958
2016-01-30 17:00:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.76543874,-87.604967984
2016-01-28 23:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.772854353,-87.621692527
2016-01-28 17:15:00,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,41.772272507,-87.609385104
2016-01-28 07:29:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.772230707,-87.610591664
2016-01-28 01:20:00,OTHER OFFENSE,PAROLE VIOLATION,41.770757388,-87.612397133
2016-01-27 13:38:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.772270181,-87.618656263
2016-01-27 11:56:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.772683728,-87.615440298
2016-01-27 00:39:00,OTHER OFFENSE,PAROLE VIOLATION,41.776109019,-87.636907725
2016-01-26 21:32:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.772974758,-87.615022799
2016-01-25 14:48:00,OTHER OFFENSE,TELEPHONE THREAT,41.777038994,-87.638664774
2016-01-25 10:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.780946398,-87.621995369
2016-01-25 08:25:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.769351932,-87.637255748
2016-01-24 22:00:00,OTHER OFFENSE,ARSONIST: ANNUAL REGISTRATION,41.77935338,-87.615604225
2016-01-24 20:31:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.76875279,-87.605667308
2016-01-23 19:32:00,OTHER OFFENSE,TELEPHONE THREAT,41.778099133,-87.633828531
2016-01-23 12:50:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.764622168,-87.633421449
2016-01-21 17:07:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.770247986,-87.611688004
2016-01-21 10:50:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.764622168,-87.633421449
2016-01-20 16:15:00,OTHER OFFENSE,LICENSE VIOLATION,41.769228453,-87.621138751
2016-01-19 18:50:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.765472826,-87.624457282
2016-01-19 17:26:00,OTHER OFFENSE,TELEPHONE THREAT,41.759364472,-87.618330334
2016-01-19 15:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.772233343,-87.625116036
2016-01-18 21:42:00,OTHER OFFENSE,PAROLE VIOLATION,41.770227581,-87.628290698
2016-01-18 19:29:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.772488047,-87.611802201
2016-01-18 10:40:00,OTHER OFFENSE,TELEPHONE THREAT,41.784895894,-87.618974395
2016-01-16 19:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.781426277,-87.614440844
2016-01-16 18:50:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.765198886,-87.615256161
2016-01-14 22:15:00,OTHER OFFENSE,TELEPHONE THREAT,41.780946398,-87.621995369
2016-01-14 11:53:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.765620989,-87.619576803
2016-01-13 18:50:00,OTHER OFFENSE,OTHER WEAPONS VIOLATION,41.778678111,-87.631567468
2016-01-13 11:45:00,OTHER OFFENSE,TELEPHONE THREAT,41.765218761,-87.614046316
2016-01-12 20:25:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.779150271,-87.615599158
2016-01-11 20:13:00,OTHER OFFENSE,LICENSE VIOLATION,41.769228453,-87.621138751
2016-01-11 05:30:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.77877184,-87.637502187
2016-01-10 22:30:00,OTHER OFFENSE,LICENSE VIOLATION,41.776322631,-87.605838376
2016-01-10 20:43:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.770546842,-87.608158126
2016-01-10 16:27:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.765309723,-87.637731975
2016-01-10 15:57:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.765102317,-87.624897558
2016-01-10 08:11:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.783486919,-87.62055566
2016-01-09 15:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.774256998,-87.609443441
2016-01-08 16:25:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.76522681,-87.609211395
2016-01-08 12:10:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.779120086,-87.615599494
2016-01-08 00:40:00,OTHER OFFENSE,TELEPHONE THREAT,41.778966393,-87.615597542
